LWAY,39003348.0
LX,2495603200.0
MACK,44745676.0
MAGS,91791488.0
MBIO,162659648.0
MBUU,892578560.0
MCFT,343708416.0
MDB,9171751936.0
MDWD,82894720.0
MFSF,313458240.0
MGTA,523628992.0
MGYR,73341456.0
MIRM,432858976.0
MITO,93767184.0
MJCO,313419072.0
MLVF,164540880.0
MNDO,48248152.0
MNKD,331166112.0
MNOV,264367264.0
MOHO,245942912.0
MORF,644116352.0
MPB,218458128.0
MRAM,87564016.0
MREO,31759496.0
MRIN,9235160.0
MRKR,125853664.0
MRNS,179922288.0
MRUS,494689184.0
MSBF,89229080.0
MSON,275210400.0
MTBC,58251456.0
MTBCP,56437972.0
NAII,58974300.0
NBN,181992336.0
NEOS,91186176.0
NERV,304188064.0
NEWT,415937824.0
NEWTI,438165920.0
NEWTL,
NGHC,2507948544.0
NGHCN,2785549312.0
NGHCO,2751514368.0
NGHCP,2765893888.0
NGHCZ,2716480000.0
NIU,658625792.0
NLNK,61978124.0
NLTX,553085504.0
NMIH,2225358080.0
NOVN,16977638.0
NSEC,38099828.0
NSTG,1041707520.0
NTIC,134184288.0
NTLA,643535488.0
NWFL,222743872.0
OBAS,58012460.0
OBLN,14081082.0
OCC,25714088.0
OCUL,211309840.0
OFLX,1088720768.0
OLLI,3566350848.0
OMER,731392256.0
OPBK,157661136.0
OSTK,325694016.0
OVBC,169041392.0
OXFD,428963840.0
PAHC,1029341824.0
PBIP,159139952.0
PDLB,252401408.0
PEBK,168204944.0
PFBI,251388848.0
PFIN,22069546.0
PFPT,7244203520.0
PHAS,147427280.0
PIH,36112000.0
PIHPP,35393236.0
PNBK,52251168.0
PPIH,72697960.0
PRCP,58735824.0
PRMW,582213760.0
PRQR,387536448.0
PRTK,116840664.0
PRVL,639958144.0
PSNL,363407584.0
PT,102409224.0
PTGX,204864192.0
PTI,89987040.0
PTSI,312153408.0
PTVCA,234973792.0
PTVCB,225837648.0
PUYI,311223840.0
PWFL,214503856.0
PXLW,163250032.0
QCRH,659240384.0
QFIN,1386402560.0
QK,585206464.0
QTNT,632364480.0
QTRX,770967296.0
RAPT,987972928.0
RARX,2219157504.0
RCMT,36405796.0
RDHL,202696640.0
RDNT,1156251392.0
RDUS,883739712.0
REDU,378400704.0
RETA,6401251840.0
RFIL,59691404.0
RGCO,206391808.0
RILY,737629504.0
RILYG,538683968.0
RILYH,574419520.0
RILYI,
RILYN,
RILYO,
RILYP,
RILYZ,535087680.0
RIVE,130980344.0
RMCF,50625012.0
RMNI,343082080.0
RMTI,180355632.0
RNDB,92260864.0
RPD,3020847360.0
RTRX,674446848.0
RVNC,1228733952.0
RYTM,787161088.0
SAGE,3574889216.0
SALM,38690932.0
SAMG,176208256.0
SBBX,228555072.0
SCYX,88992720.0
SECO,331613024.0
SELB,254060640.0
SESN,103401920.0
SFST,304602144.0
SGA,182206656.0
SGC,199409648.0
SIBN,573202880.0
SIGA,431315296.0
SILK,1378457728.0
SITM,368224992.0
SLCT,214751968.0
SLGL,272009280.0
SLVO,
SMBC,332736352.0
SMMT,90016616.0
SMTX,105369376.0
SNDE,7006307328.0
SNFCA,107993920.0
SOHO,90345640.0
SOHOB,116110808.0
SOHON,116850120.0
SOHOO,117714848.0
SONA,365866112.0
SONM,71455880.0
SORL,88223400.0
SSBI,79815240.0
STAA,1640287616.0
STIM,77076360.0
STRO,233672816.0
STRT,83488168.0
STSA,506762304.0
SUPN,1257535616.0
SURF,74168248.0
SY,1322429184.0
SYBX,86140976.0
SYNC,63485208.0
SYNL,118614448.0
TACT,79670216.0
TATT,48730432.0
TBPH,1563233792.0
TCMD,1103361792.0
TELA,174161984.0
TLC,204829952.0
TLND,1165148928.0
TLSA,68374248.0
TMDX,396607744.0
TNDM,4465059328.0
TOUR,265734016.0
TPCO,458934272.0
TPIC,735980224.0
TRHC,1240149248.0
TRNS,234605552.0
TRUP,1129499904.0
TRVI,95771800.0
TSBK,235414416.0
