,MarketCap,Market Category
ZEUS,163835920.0,Q
ZFGN,43615576.0,Q
ZG,9880654848.0,Q
ZION,7752727040.0,Q
ZIONW,,Q
ZIXI,383801792.0,Q
ZM,20433127424.0,Q
ZNGA,5727557632.0,Q
ZS,7335775232.0,Q
ZUMZ,843496768.0,Q
ZVO,49185176.0,Q
ABIO,8955645.0,S
ACAM,384258816.0,S
ACAMU,310731968.0,S
ACAMW,,S
ACER,40582704.0,S
ACHV,14933556.0,S
ACNB,280274400.0,S
ACST,66455892.0,S
ACTT,379500000.0,S
ACTTU,387574048.0,S
ACTTW,,S
ADIL,19398592.0,S
ADILW,,S
AEHR,48351912.0,S
AEMD,23321794.0,S
AESE,57708488.0,S
AEYE,42888872.0,S
AEZS,23723696.0,S
AGBA,60945000.0,S
AGBAR,,S
AGBAU,,S
AGBAW,,S
AGEN,515103712.0,S
AGMH,326349504.0,S
AGRX,268032000.0,S
AHCO,934088960.0,S
AHPI,10354933.0,S
AIRG,92218280.0,S
AKER,5112189.0,S
AKTS,283518720.0,S
AKTX,38656008.0,S
ALAC,152920816.0,S
ALACR,550000.0,S
ALACU,42137124.0,S
ALACW,,S
ALBO,302956000.0,S
ALDX,158213408.0,S
ALRS,367926048.0,S
ALYA,153930736.0,S
AMCI,280665088.0,S
AMCIU,69546984.0,S
AMCIW,,S
AMEH,636090240.0,S
AMHC,,S
AMHCU,,S
AMHCW,,S
AMRH,4495234.0,S
AMRHW,,S
ANCN,9979725.0,S
ANDA,34831824.0,S
ANDAR,833750.0,S
ANDAU,35988296.0,S
ANDAW,,S
ANIX,78493840.0,S
ANTE,12380894.0,S
APDN,13174812.0,S
APOP,305244.0,S
APOPW,,S
APPS,593702592.0,S
APTO,498738880.0,S
APXT,448050816.0,S
APXTU,,S
APXTW,,S
AQB,45587180.0,S
ARDS,64168056.0,S
ARTL,7231813.0,S
ARTLW,861138.0,S
ARTW,8551718.0,S
ASTC,11297898.0,S
ASUR,132980136.0,S
ATEX,796035072.0,S
ATHE,11483316.0,S
ATHX,211479856.0,S
ATIF,83788824.0,S
ATLO,249014256.0,S
ATOM,76340480.0,S
ATOS,13605160.0,S
ATRS,621891072.0,S
ATXI,158283296.0,S
AUTO,30500576.0,S
AVCO,131841720.0,S
AVGR,6599400.0,S
AVXL,167246832.0,S
AXDX,893445760.0,S
AXGN,509143648.0,S
AYTU,16501474.0,S
AZRX,26872860.0,S
BASI,53919892.0,S
BBCP,297123456.0,S
BBI,11794127.0,S
BCDA,34535412.0,S
BCDAW,,S
BCLI,93816976.0,S
BCOW,58276324.0,S
BCTF,51347520.0,S
BFC,452941472.0,S
BFRA,233979648.0,S
BHTG,36215128.0,S
BIMI,25406120.0,S
BIOS,3100955392.0,S
BKSC,105125304.0,S
BLFS,308828224.0,S
BLIN,4225705.0,S
BLNK,51452472.0,S
BLNKW,,S
BLRX,28314750.0,S
BMRA,29996006.0,S
BMRC,607231296.0,S
BNGO,28873774.0,S
BNGOW,,S
BNSO,10655752.0,S
BNTC,6847068.0,S
BNTCW,,S
BOMN,473430816.0,S
BOSC,9113148.0,S
BOTJ,65721092.0,S
BOXL,13866625.0,S
BPTH,25141566.0,S
BROG,272610240.0,S
BROGW,,S
BRPAR,,S
BRPAU,29413368.0,S
BRPAW,,S
BSBK,65346900.0,S
BSGM,115378024.0,S
BTAI,320121248.0,S
BVSN,15587941.0,S
BVXV,117486784.0,S
BVXVW,,S
BWB,387666784.0,S
BWEN,26014944.0,S
BWMC,257550000.0,S
BWMCU,256366640.0,S
BWMCW,,S
BXRX,80977144.0,S
BYFC,43752448.0,S
BYSI,391410304.0,S
CAAS,88085976.0,S
CAPR,7643840.0,S
CARO,851297024.0,S
CARV,10521776.0,S
CASI,286149088.0,S
CATC,392103168.0,S
CATS,283192288.0,S
CBAT,37470392.0,S
CBIO,85277760.0,S
CBMB,59755840.0,S
CCRC,180913152.0,S
CDEV,913255168.0,S
CDMO,381690624.0,S
CDMOP,219393472.0,S
CDXC,257809280.0,S
CELC,119644344.0,S
CELH,385701664.0,S
CEMI,70346992.0,S
CERC,209712096.0,S
CETX,6004888.0,S
CETXW,,S
CFBI,90618616.0,S
CFBK,74782360.0,S
CFFA,372162272.0,S
CFFAU,380748960.0,S
CFFAW,,S
CGIX,9029097.0,S
CHCI,17846796.0,S
CHEK,17937350.0,S
CHEKW,,S
CHEKZ,,S
CHNR,32135060.0,S
CHPM,,S
CHPMU,,S
CHPMW,,S
CIICU,,S
CIVB,348361632.0,S
CJJD,61921184.0,S
CKPT,69177656.0,S
CLBS,31146600.0,S
CLDB,86047600.0,S
CLDX,39608612.0,S
CLGN,59038852.0,S
CLRB,25745150.0,S
CLRBZ,,S
CLRO,31295044.0,S
CLSK,22874272.0,S
CLSN,33451026.0,S
CLWT,7829575.0,S
CNET,25910810.0,S
CNNB,19487460.0,S
CNSP,68103824.0,S
CNTY,244898208.0,S
CODA,70296608.0,S
CODX,49071916.0,S
COOP,1141322624.0,S
CORT,1499366656.0,S
CORV,16913156.0,S
CPAA,607500032.0,S
CPAAU,,S
CPAAW,,S
CPRX,448460576.0,S
CPSH,13339474.0,S
CPST,21794202.0,S
CPTAG,126787072.0,S
CREX,15619731.0,S
CREXW,,S
CRSA,314756256.0,S
CRSAU,317780448.0,S
CRSAW,5397812.0,S
CRWS,64553464.0,S
CSBR,93775008.0,S
CTAC,316794016.0,S
CTACU,83325064.0,S
CTACW,,S
CTHR,43762668.0,S
CTIC,73632944.0,S
CTRC,126602064.0,S
CTRM,4910803.0,S
CTSO,158827984.0,S
CTXRW,,S
CUBA,40635496.0,S
CUE,374114016.0,S
CUI,30747950.0,S
CVCY,256871232.0,S
CVV,27985420.0,S
CWBR,102950520.0,S
CYAN,14261200.0,S
CYCCP,11256703.0,S
CYRN,72962864.0,S
CYRX,648146688.0,S
CYRXW,,S
CZNC,364294240.0,S
DAIO,33420746.0,S
DDMX,73965568.0,S
DDMXU,,S
DDMXW,,S
DEAC,727500032.0,S
DEACU,,S
DEACW,,S
DENN,1221333888.0,S
DJCO,395584864.0,S
DLHC,57494000.0,S
DLPNW,,S
DMAC,48507876.0,S
DMTK,167141280.0,S
DPHC,351400000.0,S
DPHCU,360869920.0,S
DPHCW,,S
DRIO,18600608.0,S
DRIOW,,S
DRRX,405883808.0,S
DSKE,187954288.0,S
DSKEW,,S
DTSS,37908276.0,S
DVAX,427292672.0,S
DYAI,151286336.0,S
EARS,4685441.0,S
EAST,31443848.0,S
ECOLW,,S
EDNT,14698657.0,S
EDRY,14363496.0,S
EDSA,30209736.0,S
EGAN,221405568.0,S
EGBN,1466448768.0,S
ELSE,12631334.0,S
ELTK,17521000.0,S
EMCF,85819792.0,S
ENG,26675702.0,S
ENLV,87323144.0,S
ENOB,213785408.0,S
ENTX,38285100.0,S
ENTXW,,S
EPIX,116336360.0,S
ESBK,53569796.0,S
ESEA,18881022.0,S
ESQ,180897296.0,S
ESTA,559715584.0,S
ESXB,204718336.0,S
EVFM,245288576.0,S
EVOK,36105532.0,S
EVSI,35983848.0,S
EVSIW,4818780.0,S
EXAS,13470255104.0,S
EXPC,343750016.0,S
EXPCU,,S
EXPCW,,S
EYEG,27700670.0,S
EYEGW,,S
EYEN,76012616.0,S
EYES,77532000.0,S
EYESW,,S
FAMI,11586365.0,S
FAT,55716072.0,S
FBIO,173411232.0,S
FBIOP,109709072.0,S
FBSS,80163304.0,S
FCAP,227045024.0,S
FCBP,298157920.0,S
FCCO,154083008.0,S
FENC,123884608.0,S
FFBW,83186784.0,S
FFHL,8980482.0,S
FLIC,549925056.0,S
FLL,84778432.0,S
FLMN,491638016.0,S
FLMNW,,S
FMAO,332996288.0,S
FMNB,433290272.0,S
FNCB,160355472.0,S
FNJN,55832596.0,S
FONR,138077312.0,S
FORD,10487235.0,S
FORK,39489752.0,S
FPAY,42259320.0,S
FPAYW,,S
FRAF,161426416.0,S
FRHC,889453184.0,S
FRSX,36412448.0,S
FSBC,33379354.0,S
FSBW,260158928.0,S
FSEA,58401604.0,S
FSFG,150826880.0,S
FSRV,,S
FSRVU,,S
FSRVW,,S
FTAC,454389760.0,S
FTACU,477826944.0,S
FTACW,,S
FUSB,68817864.0,S
FUV,31292604.0,S
FVCB,225631072.0,S
FVE,153670896.0,S
FWP,45771272.0,S
FXNC,100557984.0,S
GALT,154161328.0,S
GCBC,252421648.0,S
GENE,27745352.0,S
GEVO,29011392.0,S
GGAL,2863524096.0,S
GHIVU,,S
GIGM,25530582.0,S
GLBS,3720419.0,S
GLBZ,32173780.0,S
GLG,19464144.0,S
GLMD,121886056.0,S
GMHI,530000032.0,S
GMHIU,533726592.0,S
GMHIW,,S
GNCA,55437360.0,S
GNSS,122233120.0,S
GRBK,612166976.0,S
GRNV,70868744.0,S
GRNVR,,S
GRNVU,,S
GRNVW,,S
GROW,19972128.0,S
GRSH,525000000.0,S
GRSHU,537797952.0,S
GRSHW,,S
GRWG,184874992.0,S
GTEC,55817564.0,S
GTIM,20065960.0,S
GTYH,315333888.0,S
GVP,32303360.0,S
GWGH,309652256.0,S
GXGX,360812512.0,S
GXGXU,,S
GXGXW,,S
GYRO,27444408.0,S
HAPP,109250000.0,S
HBMD,340534848.0,S
HBP,38021280.0,S
HCAC,384191488.0,S
HCACU,394660640.0,S
HCACW,594170240.0,S
HCCH,72069536.0,S
HCCHR,,S
HCCHU,20001500.0,S
HCCHW,,S
HCCO,,S
HCCOU,,S
HCCOW,,S
HEBT,98105688.0,S
HEPA,20204496.0,S
HFBL,65346676.0,S
HFFG,892202688.0,S
HHHH,76066496.0,S
HHHHR,,S
HHHHU,25565950.0,S
HHHHW,,S
HIHO,6843366.0,S
HJLIW,,S
HNNA,76389232.0,S
HNRG,53843220.0,S
HOTH,48167396.0,S
HQI,93019592.0,S
HROW,167148048.0,S
HRTX,2059703040.0,S
HSDT,27581198.0,S
HSKA,807495360.0,S
HUGE,236445136.0,S
HVBC,38911976.0,S
HYAC,419739360.0,S
HYACU,,S
HYACW,,S
HYRE,48506112.0,S
ICAD,167969984.0,S
ICCC,37151788.0,S
ICCH,45285640.0,S
IDRA,51302660.0,S
IEA,79441424.0,S
IEAWW,,S
IKNX,10968743.0,S
IMAC,9719053.0,S
IMACW,,S
IMBI,32257638.0,S
IMRN,15553199.0,S
IMRNW,,S
IMTE,27052894.0,S
IMUX,85994496.0,S
IMV,241931104.0,S
IMVT,899899072.0,S
IMVTU,,S
IMVTW,,S
IMXI,412762528.0,S
INMB,53419356.0,S
INSE,141015856.0,S
INSU,207772208.0,S
INSUU,158659392.0,S
INSUW,,S
INTG,84641656.0,S
INVE,103718720.0,S
IOTS,243292816.0,S
IPWR,5028750.0,S
IRMD,298255040.0,S
IROQ,76876232.0,S
ISNS,30262506.0,S
ITI,211427008.0,S
ITMR,147534160.0,S
JAN,6002651.0,S
JCTCF,26804932.0,S
JFK,75240576.0,S
JFKKR,,S
JFKKU,77315432.0,S
JFKKW,,S
JMU,11247264.0,S
JRSH,70738216.0,S
JVA,21891444.0,S
JYNT,238653264.0,S
KBLM,86174720.0,S
KBLMR,,S
KBLMU,44174460.0,S
KBLMW,,S
KBSF,5312165.0,S
KERN,108588776.0,S
KERNW,,S
KGJI,15428980.0,S
KIN,357296320.0,S
KINS,84123784.0,S
KOSS,11527839.0,S
KRMD,240566576.0,S
KTOVW,,S
KXIN,72396416.0,S
KZIA,25674094.0,S
LACQ,260250000.0,S
LACQU,63445356.0,S
LACQW,,S
LATN,248250000.0,S
LATNU,,S
LATNW,,S
LAZY,36004344.0,S
LCA,394126080.0,S
LCAHU,392590944.0,S
LCAHW,,S
LCNB,228500624.0,S
LE,403687584.0,S
LFAC,201824480.0,S
LFACU,200383088.0,S
LFACW,,S
LFVN,233873680.0,S
LIFE,21461344.0,S
LIND,869430016.0,S
LIQT,134176488.0,S
LIVK,,S
LIVKU,,S
LIVKW,,S
LIVX,77773872.0,S
LJPC,186026816.0,S
LKCO,1111636.0,S
LMB,31678514.0,S
LMPX,406046208.0,S
LMST,127087328.0,S
LOAC,55335000.0,S
LOACR,253000.0,S
LOACU,18750390.0,S
LOACW,,S
LOAN,61095064.0,S
LQDA,155703648.0,S
LTBR,13496643.0,S
LTRX,114651392.0,S
LUNA,247146144.0,S
LYL,12106683.0,S
MARA,7762359.0,S
MARPS,3843072.0,S
MAYS,58961564.0,S
MBCN,161808656.0,S
MBII,169256800.0,S
MBIN,515891040.0,S
MBINO,,S
MBINP,531039648.0,S
MBNKP,,S
MBOT,68982048.0,S
MBRX,39751088.0,S
MCMJ,,S
MCMJW,,S
MDGL,1260334208.0,S
MDGS,6772929.0,S
MDGSW,,S
MDIA,45779232.0,S
MDJH,32710648.0,S
MDRR,18074746.0,S
MEET,395835872.0,S
MEIP,227987200.0,S
MFNC,168533328.0,S
MICT,12854143.0,S
MITK,368872032.0,S
MKD,479368704.0,S
MKGI,20228364.0,S
MLND,140493536.0,S
MNCL,227434496.0,S
MNCLU,55706508.0,S
MNCLW,,S
MNPR,199695168.0,S
MNSB,188263856.0,S
MNTX,109450400.0,S
MOGO,71565976.0,S
MOSY,4201704.0,S
MOTS,58801312.0,S
MOXC,28792296.0,S
MRIC,79782544.0,S
MSVB,47189656.0,S
MTC,39463800.0,S
MTEM,599003008.0,S
MUDS,269620000.0,S
MUDSU,277804992.0,S
MUDSW,,S
MVBF,248546880.0,S
MWK,91584640.0,S
NAKD,8240665.0,S
NATR,193508992.0,S
NBEV,134945344.0,S
NBSE,114588760.0,S
NCBS,746883968.0,S
NCTY,30416160.0,S
NDRA,12303548.0,S
NDRAW,,S
NEBU,360591008.0,S
NEBUU,376393504.0,S
NEBUW,,S
NEO,3391399424.0,S
NEON,21670590.0,S
NEPH,74777184.0,S
NEPT,243654176.0,S
NESR,610691392.0,S
NESRW,,S
NETE,13409109.0,S
NEWA,41059600.0,S
NEXT,605110016.0,S
NFIN,260589200.0,S
NFINU,,S
NFINW,,S
NHLD,37631880.0,S
NHLDW,,S
NHTC,46892260.0,S
NKSH,268798272.0,S
NMRD,60099172.0,S
NNDM,10245889.0,S
NODK,339423648.0,S
NPA,286354080.0,S
NPAUU,,S
NPAWW,,S
NRBO,5270251.0,S
NSYS,13098944.0,S
NTRP,17059804.0,S
NTWK,50339568.0,S
NURO,3410888.0,S
NUROW,,S
NVEC,362336160.0,S
NVEE,807206144.0,S
NVFY,13395741.0,S
NWGI,41340468.0,S
NYMX,223899856.0,S
OAS,710097344.0,S
OBCI,34278344.0,S
OCCI,50598200.0,S
OCCIP,46635740.0,S
OESX,143177520.0,S
OFED,149841728.0,S
OMEX,37722440.0,S
ONCS,21421400.0,S
ONCT,60010080.0,S
ONCY,66489088.0,S
ONTXW,,S
OPGN,7898926.0,S
OPGNW,,S
OPHC,8331256.0,S
OPNT,51563140.0,S
OPOF,147631472.0,S
OPRX,168275456.0,S
OPTT,6331699.0,S
ORGO,485517216.0,S
ORGS,83067536.0,S
ORMP,93464120.0,S
ORRF,241357840.0,S
ORSN,57543236.0,S
ORSNR,,S
ORSNU,,S
ORSNW,,S
OSN,19131416.0,S
OSPN,689454016.0,S
OSS,43837944.0,S
OSW,920443136.0,S
OTEL,30357706.0,S
OTLK,36372400.0,S
OTLKW,,S
OTTW,45057592.0,S
OVLY,156002160.0,S
OXBRW,,S
PAAC,145827360.0,S
PAACR,,S
PAACU,,S
PAACW,,S
PACQ,502267104.0,S
PACQU,533649664.0,S
PACQW,,S
PANL,132684480.0,S
PAVM,58688248.0,S
PAVMW,,S
PAVMZ,,S
PAYS,462464640.0,S
PBBI,112899552.0,S
PBFS,387067712.0,S
PBHC,65712588.0,S
PBTS,33441562.0,S
PCOM,222064368.0,S
PCSB,352136544.0,S
PCYG,98696128.0,S
PCYO,316788416.0,S
PDEX,64557576.0,S
PECK,23335030.0,S
PESI,103011832.0,S
PETZ,17273046.0,S
PFIE,67785040.0,S
PFSW,84142288.0,S
PHCF,23360428.0,S
PHUN,3503277056.0,S
PHUNW,,S
PIRS,203410096.0,S
PKBK,234269248.0,S
PLBC,131991296.0,S
PLIN,81747800.0,S
PLL,65516840.0,S
PLSE,299972288.0,S
PLUG,1180379520.0,S
PLXP,47132028.0,S
PMD,53514220.0,S
PME,84588968.0,S
PNRG,299363136.0,S
PNRL,14104916.0,S
POAI,9891001.0,S
POLA,30835328.0,S
POPE,542102976.0,S
PPHI,41216700.0,S
PPSI,19197288.0,S
PROF,168573456.0,S
PRPH,21989840.0,S
PRPL,667202752.0,S
PRPO,14488734.0,S
PRTH,195788336.0,S
PSTI,58132920.0,S
PSTV,8560370.0,S
PSTVZ,,S
PTAC,,S
PTACU,,S
PTACW,,S
PTE,88369160.0,S
PUB,516085984.0,S
PULM,35190496.0,S
PVBC,230891328.0,S
PXS,21784884.0,S
QBAK,10599924.0,S
QRHC,37914996.0,S
QUIK,49121396.0,S
QUMU,33902500.0,S
RADA,261385232.0,S
RAND,39129652.0,S
RAVE,24211040.0,S
RBCN,24499418.0,S
RBKB,123022968.0,S
RBNC,259044016.0,S
RCEL,901648384.0,S
RCON,10925534.0,S
RDCM,126797120.0,S
RDI,250517824.0,S
RDIB,243117536.0,S
RDVT,244219232.0,S
REED,43787584.0,S
REFR,113790504.0,S
REKR,97447992.0,S
RELV,6968335.0,S
REPH,377095680.0,S
RESN,80845472.0,S
RETO,25718800.0,S
REXN,8440194.0,S
RGLS,22910384.0,S
RIBT,49974500.0,S
RIOT,32738774.0,S
RKDA,42279672.0,S
RLMD,663782400.0,S
RMBI,206415920.0,S
RMR,1432614784.0,S
ROSE,48688420.0,S
ROSEU,,S
ROSEW,,S
RPAY,660460864.0,S
RWLK,14756403.0,S
SAL,126423344.0,S
SANW,74602080.0,S
SAQN,,S
SAQNU,,S
SAQNW,,S
SAVA,144135872.0,S
SBFG,151014080.0,S
SBPH,21419190.0,S
SBT,386563872.0,S
SCKT,9877824.0,S
SEED,21277690.0,S
SEEL,31458472.0,S
SELF,39536212.0,S
SFBC,94643336.0,S
SFET,3501337.0,S
SGMA,17139740.0,S
SGOC,65621812.0,S
SHIPW,,S
SHIPZ,178235.0,S
SHSP,144300160.0,S
SIC,206468464.0,S
SIEB,227201760.0,S
SIFY,218555680.0,S
SINT,3675598.0,S
SKYS,33353908.0,S
SLGG,23995776.0,S
SLNO,143612000.0,S
SLP,588756928.0,S
SLRX,12002134.0,S
SLS,14458905.0,S
SMBK,311082944.0,S
SMED,70399616.0,S
SMIT,14922301.0,S
SMMC,317897600.0,S
SMMCU,315999776.0,S
SMMCW,,S
SMPL,2228904192.0,S
SMSI,194807248.0,S
SNCA,10330093.0,S
SNGX,55143512.0,S
SNGXW,,S
SNOA,9449916.0,S
SOLO,78170528.0,S
SOLOW,,S
SOLY,204202336.0,S
SONG,250295408.0,S
SONGW,,S
SPEX,5670986.0,S
SPNS,1309600128.0,S
SPRT,22278554.0,S
SPT,960561024.0,S
SRAC,,S
SRACU,,S
SRACW,,S
SRAX,29814676.0,S
SRNE,634276416.0,S
SRTS,73113056.0,S
SRTSW,,S
SSKN,64161436.0,S
SSNT,13886418.0,S
SSPK,250000000.0,S
SSPKU,,S
SSPKW,,S
SSSS,132333960.0,S
SSTI,326058304.0,S
STAF,7985738.0,S
STKS,125308824.0,S
STML,332607904.0,S
STND,143701584.0,S
STRM,35049072.0,S
SUNW,5228467.0,S
SVBI,106319680.0,S
SWKH,176578704.0,S
TACO,287949984.0,S
TACOW,,S
TAIT,16107980.0,S
TANH,42414204.0,S
TARA,106116784.0,S
TAYD,43107288.0,S
TBLTW,,S
TC,101975144.0,S
TCCO,8234279.0,S
TCFC,195318896.0,S
TCX,650877504.0,S
TDAC,278845728.0,S
TDACU,73526248.0,S
TDACW,,S
TECTP,40557116.0,S
TELL,1729365120.0,S
TENX,9371185.0,S
TFFP,97144512.0,S
TGEN,51798280.0,S
TGLS,357783264.0,S
TGTX,1447164800.0,S
TH,564282112.0,S
THBR,343275008.0,S
THBRU,,S
THBRW,,S
THCA,218116000.0,S
THCAU,,S
THCAW,,S
THCB,355579744.0,S
THCBU,80644200.0,S
THCBW,,S
THMO,16009468.0,S
THTX,219390992.0,S
THWWW,,S
TIBR,227484384.0,S
TIBRU,63588768.0,S
TIBRW,,S
TIPT,248850720.0,S
TKKS,322362496.0,S
TKKSR,1994100.0,S
TKKSU,65895820.0,S
TKKSW,,S
TMSR,28819314.0,S
TRIL,124765632.0,S
TRMT,47297944.0,S
TRNX,26361556.0,S
TROV,12852301.0,S
TSRI,7338104.0,S
TWMC,7301566.0,S
TWNK,1784551424.0,S
TWNKW,,S
TYME,164299648.0,S
TZAC,86783128.0,S
TZACU,26408646.0,S
TZACW,,S
UBCP,79885088.0,S
UFPT,348206880.0,S
UIHC,450503488.0,S
UONE,89882096.0,S
UONEK,86290776.0,S
USEG,6542030.0,S
USIO,30939628.0,S
USWS,99811736.0,S
USWSW,,S
VALU,294549344.0,S
VBFC,58846904.0,S
VBIV,263820352.0,S
VCEL,747738944.0,S
VCNX,111468752.0,S
VERB,32200748.0,S
VERBW,4806528.0,S
VERU,232189584.0,S
VERY,187425008.0,S
VFF,287264992.0,S
VIVE,3537471.0,S
VKTX,463931712.0,S
VKTXW,,S
VLRX,5414642.0,S
VMD,211687280.0,S
VRRM,2557540352.0,S
VTGN,33277388.0,S
VTNR,69260752.0,S
VTSI,32141876.0,S
VTVT,152055568.0,S
VUZI,64600772.0,S
VVPR,15367313.0,S
WAFU,8499198.0,S
WATT,52920168.0,S
WEBK,107159136.0,S
WHLM,23213838.0,S
WHLR,16859504.0,S
WHLRD,14139995.0,S
WHLRP,11699178.0,S
WILC,164419472.0,S
WKHS,196898576.0,S
WORX,18032654.0,S
WRLSR,,S
WRLSU,95559720.0,S
WRLSW,,S
WRTC,210649904.0,S
WSC,2247938048.0,S
WSTL,16017264.0,S
WTER,62907268.0,S
WVVI,34255256.0,S
WVVIP,34646640.0,S
WWR,6068954.0,S
XAIR,89511760.0,S
XBIO,9035570.0,S
XBIOW,,S
XCUR,219716720.0,S
XFOR,146214336.0,S
XPEL,452984736.0,S
XTLB,7298445.0,S
YAYO,36784752.0,S
YGYI,46313712.0,S
YGYIP,,S
YTRA,165588992.0,S
ZIOP,767567168.0,S
ZKIN,26362160.0,S
ZSAN,23736502.0,S
ZYXI,335617792.0,S
ACT,,ETF
ACWI,,ETF
ACWX,,ETF
ADRA,,ETF
ADRD,34177500.0,ETF
ADRE,144591024.0,ETF
ADRU,11731500.0,ETF
AGND,,ETF
AGZD,,ETF
AIA,,ETF
AIQ,,ETF
AIRR,,ETF
ALTY,,ETF
AMCA,,ETF
ANGL,,ETF
ASET,,ETF
BBH,,ETF
BFIT,,ETF
BGRN,,ETF
BIB,,ETF
BICK,,ETF
BIS,,ETF
BJK,,ETF
BLCN,,ETF
BND,,ETF
BNDW,,ETF
BNDX,,ETF
BOTZ,,ETF
BSAE,,ETF
BSBE,,ETF
BSCE,,ETF
BSCK,,ETF
BSCL,,ETF
BSCM,,ETF
BSCN,,ETF
BSCO,,ETF
BSCP,,ETF
BSCQ,,ETF
BSCR,,ETF
BSCS,,ETF
BSCT,,ETF
BSDE,,ETF
BSJK,,ETF
BSJL,,ETF
BSJM,,ETF
BSJN,,ETF
BSJO,,ETF
BSJP,,ETF
BSJQ,,ETF
BSJR,,ETF
BSML,,ETF
BSMM,,ETF
BSMN,,ETF
BSMO,,ETF
BSMP,,ETF
BSMQ,,ETF
BSMR,,ETF
BSMS,,ETF
BSMT,,ETF
BTEC,,ETF
BUG,,ETF
CACG,,ETF
CARZ,,ETF
CATH,,ETF
CDC,,ETF
CDL,,ETF
CEY,,ETF
CEZ,,ETF
CFA,,ETF
CFO,,ETF
CHNA,,ETF
CIBR,,ETF
CID,,ETF
CIL,,ETF
CIZ,,ETF
CLOU,,ETF
CLRG,,ETF
CNCR,,ETF
COMT,,ETF
CSA,,ETF
CSB,9183017984.0,ETF
CSF,,ETF
CSML,,ETF
CXSE,,ETF
DALI,,ETF
DAX,,ETF
DDIV,,ETF
DFNL,,ETF
DGRE,,ETF
DGRS,,ETF
DGRW,,ETF
DINT,,ETF
DRIV,,ETF
DUSA,,ETF
DVLU,,ETF
DVOL,,ETF
DVY,18432765952.0,ETF
DWAQ,52840196.0,ETF
DWAS,,ETF
DWAT,,ETF
DWAW,,ETF
DWCR,,ETF
DWEQ,,ETF
DWFI,,ETF
DWIN,,ETF
DWLD,,ETF
DWMC,,ETF
DWPP,,ETF
DWSH,,ETF
DWTR,,ETF
DWUS,,ETF
DXGE,,ETF
DXJS,,ETF
EBIZ,,ETF
ECOW,,ETF
EEMA,525805984.0,ETF
EFAS,,ETF
EMB,,ETF
EMCB,,ETF
EMCG,,ETF
EMIF,,ETF
EMXC,,ETF
ENZL,,ETF
EQRR,,ETF
ESGD,,ETF
ESGE,,ETF
ESGU,,ETF
ESPO,,ETF
EUFN,,ETF
EWJE,,ETF
EWJV,,ETF
EWZS,,ETF
FAAR,,ETF
FAB,,ETF
FAD,,ETF
FALN,,ETF
FBZ,,ETF
FCA,,ETF
FCAL,,ETF
FCAN,,ETF
FCEF,,ETF
FCVT,,ETF
FDIV,,ETF
FDNI,,ETF
FDT,,ETF
FDTS,,ETF
FEM,,ETF
FEMB,,ETF
FEMS,,ETF
FEP,,ETF
FEUZ,,ETF
FEX,,ETF
FGM,,ETF
FHK,,ETF
FID,,ETF
FINX,,ETF
FIXD,,ETF
FJP,,ETF
FKO,,ETF
FKU,,ETF
FLN,,ETF
FMB,,ETF
FMHI,,ETF
FMK,,ETF
FNK,,ETF
FNX,,ETF
FNY,,ETF
FPA,,ETF
FPXE,,ETF
FPXI,,ETF
FSZ,,ETF
FTA,,ETF
FTAG,,ETF
FTC,,ETF
FTCS,,ETF
FTGC,,ETF
FTHI,,ETF
FTLB,,ETF
FTRI,,ETF
FTSL,,ETF
FTSM,,ETF
FTXD,,ETF
FTXG,,ETF
FTXH,,ETF
FTXL,,ETF
FTXN,,ETF
FTXO,,ETF
FTXR,,ETF
FV,,ETF
FVC,,ETF
FYC,,ETF
FYT,,ETF
FYX,,ETF
GENY,,ETF
GIGE,,ETF
GNMA,,ETF
GNOM,,ETF
GRID,,ETF
GULF,,ETF
GXTG,,ETF
HERD,,ETF
HERO,,ETF
HEWG,,ETF
HLAL,,ETF
HNDL,,ETF
HYLS,,ETF
HYND,,ETF
HYXE,,ETF
HYZD,,ETF
IBB,8199507968.0,ETF
IBUY,404765120.0,ETF
ICLN,,ETF
IDLB,,ETF
IEF,16546180096.0,ETF
IEI,,ETF
IEUS,163740000.0,ETF
IFEU,,ETF
IFGL,,ETF
IFV,,ETF
IGF,,ETF
IGIB,,ETF
IGOV,,ETF
IGSB,,ETF
IJT,5890100736.0,ETF
INDY,,ETF
INFR,,ETF
IPKW,,ETF
ISDS,,ETF
ISDX,,ETF
ISEM,,ETF
ISHG,,ETF
ISTB,,ETF
IUS,,ETF
IUSB,,ETF
IUSG,7433167360.0,ETF
IUSS,,ETF
IUSV,6200840192.0,ETF
IXUS,,ETF
JKI,561934976.0,ETF
JSMD,,ETF
JSML,,ETF
KBWB,,ETF
KBWD,,ETF
KBWP,,ETF
KBWR,,ETF
KBWY,,ETF
KRMA,,ETF
LDRI,,ETF
LDSF,,ETF
LEGR,,ETF
LMBS,,ETF
LNGR,,ETF
LRGE,,ETF
LVHD,,ETF
MBB,,ETF
MBSD,,ETF
MCEF,,ETF
MCHI,,ETF
MDIV,,ETF
MILN,,ETF
NFTY,,ETF
NXTG,,ETF
OLD,,ETF
ONEQ,2385372160.0,ETF
ORG,,ETF
PDBC,,ETF
PDEV,,ETF
PDP,,ETF
PEY,868608000.0,ETF
PEZ,,ETF
PFF,15955497984.0,ETF
PFI,,ETF
