,MarketCap,Market Category
FOSL,370538528.0,Q
FOX,22713597952.0,Q
FOXA,22734901248.0,Q
FOXF,2697471232.0,Q
FPRX,192149232.0,Q
FRAN,23195344.0,Q
FREQ,692660224.0,Q
FRGI,291799360.0,Q
FRME,2215602688.0,Q
FRPH,493688544.0,Q
FRTA,884785280.0,Q
FSLR,5391568384.0,Q
FSTR,191591136.0,Q
FSV,4205235968.0,Q
FTDR,3674387200.0,Q
FTEO,112788816.0,Q
FTNT,20111888384.0,Q
FTSV,1877438976.0,Q
FULT,2750651392.0,Q
FUNC,170498272.0,Q
FUND,201821648.0,Q
FWONA,10815132672.0,Q
FWONK,10827527168.0,Q
FWRD,1915702784.0,Q
GABC,935559040.0,Q
GAIN,439066592.0,Q
GAINL,370916320.0,Q
GAINM,372922688.0,Q
GARS,97018624.0,Q
GASS,124943824.0,Q
GBCI,3956463616.0,Q
GBDC,2441570560.0,Q
GBLI,449587904.0,Q
GBLIL,479396192.0,Q
GBLIZ,398926848.0,Q
GBT,4154762240.0,Q
GEC,81255360.0,Q
GEOS,201712048.0,Q
GERN,269700320.0,Q
GH,7557077504.0,Q
GIFI,75552840.0,Q
GIII,1365415168.0,Q
GILD,81412145152.0,Q
GILT,526692352.0,Q
GLAD,308721376.0,Q
GLADD,,Q
GLADL,,Q
GLDD,690336000.0,Q
GLIBA,7482209280.0,Q
GLIBP,6811090432.0,Q
GLNG,1083910016.0,Q
GLPG,14939453440.0,Q
GLPI,10014354432.0,Q
GLRE,347004672.0,Q
GLUU,949795776.0,Q
GMAB,14911619072.0,Q
GMLP,530600800.0,Q
GMLPP,,Q
GNFT,704317696.0,Q
GNTX,7789007872.0,Q
GNTY,357969408.0,Q
GO,2978790912.0,Q
GOGL,668153600.0,Q
GOGO,479578432.0,Q
GOOD,722056192.0,Q
GOODM,669784512.0,Q
GOODN,,Q
GOOG,1007275212800.0,Q
GOOGL,1008193830912.0,Q
GOSS,838567168.0,Q
GPOR,254735840.0,Q
GPRE,451840032.0,Q
GPRO,657290304.0,Q
GRFS,20347107328.0,Q
GRIN,112022272.0,Q
GRMN,19187097600.0,Q
GRPN,1620786560.0,Q
GRTS,343381472.0,Q
GSBC,827143808.0,Q
GSHD,1898814720.0,Q
GSIT,188179392.0,Q
GSKY,1628357376.0,Q
GSUM,42830220.0,Q
GT,3225662720.0,Q
GTHX,810257088.0,Q
GTLS,2343760640.0,Q
HA,1287328640.0,Q
HAFC,532044288.0,Q
HAIN,2563486464.0,Q
HALO,2655397376.0,Q
HARP,341118656.0,Q
HAS,14333255680.0,Q
HAYN,347056128.0,Q
HBAN,13836299264.0,Q
HBANN,28700225536.0,Q
HBANO,13684187136.0,Q
HBCP,346259296.0,Q
HBNC,785172672.0,Q
HBT,522237856.0,Q
HCAT,1242478720.0,Q
HCCI,673324352.0,Q
HCKT,479063136.0,Q
HCM,3521079040.0,Q
HCSG,1950812032.0,Q
HDS,6596791296.0,Q
HEES,1021055552.0,Q
HELE,4758583296.0,Q
HFWA,946593408.0,Q
HHR,1112249984.0,Q
HIBB,446014112.0,Q
HIMX,648986624.0,Q
HLIO,1417960320.0,Q
HLIT,698803904.0,Q
HLNE,3398771200.0,Q
HMHC,718011520.0,Q
HMST,774060096.0,Q
HMSY,2458363648.0,Q
HOFT,293000384.0,Q
HOLI,957629120.0,Q
HOLX,14545474560.0,Q
HOMB,3209335040.0,Q
HONE,648276416.0,Q
HOOK,327388544.0,Q
HOPE,1771916160.0,Q
HQY,5057946624.0,Q
HRZN,186206640.0,Q
HSIC,10417072128.0,Q
HSII,572619840.0,Q
HSON,38506928.0,Q
HSTM,828239488.0,Q
HTBI,471293920.0,Q
HTBK,685702720.0,Q
HTHT,10046476288.0,Q
HTLD,1579714816.0,Q
HTLF,1855402368.0,Q
HUBG,1834286208.0,Q
HURC,215361008.0,Q
HURN,1544578944.0,Q
HWBK,142784464.0,Q
HWC,3557484800.0,Q
HWCC,67073956.0,Q
HWCPL,2166750720.0,Q
HWKN,446736864.0,Q
HZNP,6804682240.0,Q
IAC,21476751360.0,Q
IART,4750519808.0,Q
IBCP,490885728.0,Q
IBKC,3890247680.0,Q
IBKCN,4189185024.0,Q
IBKCO,4169164544.0,Q
IBKCP,4149956096.0,Q
IBKR,20100579328.0,Q
IBOC,2648232960.0,Q
IBTX,2293169920.0,Q
ICFI,1702686720.0,Q
ICHR,788892608.0,Q
ICLR,9311593472.0,Q
ICMB,96581656.0,Q
ICON,17470568.0,Q
ICPT,3087741696.0,Q
ICUI,3851849472.0,Q
IDCC,1789519104.0,Q
IDXX,24251598848.0,Q
IDYA,173220976.0,Q
IEP,13320793088.0,Q
IFRX,91368552.0,Q
IGMS,1122194304.0,Q
IHRT,1155596288.0,Q
IIIN,446463040.0,Q
IIIV,890380992.0,Q
IIVI,3252401408.0,Q
ILMN,46344687616.0,Q
ILPT,1503732608.0,Q
IMGN,736499456.0,Q
IMKTA,876033792.0,Q
IMMR,241011408.0,Q
IMOS,808027264.0,Q
INAP,29682526.0,Q
INBK,254260976.0,Q
INBKL,168180640.0,Q
INBKZ,,Q
INCY,16228008960.0,Q
INDB,2513755904.0,Q
INFI,82692056.0,Q
INFN,1355064320.0,Q
INGN,1016330688.0,Q
INMD,1536171520.0,Q
INO,408040800.0,Q
INOV,3183309824.0,Q
INSG,588889792.0,Q
INSM,1874430720.0,Q
INTC,284655747072.0,Q
INTL,933451968.0,Q
INTU,74752368640.0,Q
INVA,1430565888.0,Q
INWK,234596256.0,Q
IONS,8593102848.0,Q
IOSP,2569864960.0,Q
IPAR,2231154944.0,Q
IPGP,6988257280.0,Q
IPHA,561140032.0,Q
IPHS,629317952.0,Q
IPLDP,340754848.0,Q
IQ,16460185600.0,Q
IRBT,1484483968.0,Q
IRCP,556059456.0,Q
IRDM,3312745472.0,Q
IRTC,2350934528.0,Q
IRWD,1935918208.0,Q
ISBC,2927156224.0,Q
ISEE,332306624.0,Q
ISRG,66644594688.0,Q
ISSC,96994960.0,Q
ITCI,1294587904.0,Q
ITIC,305020192.0,Q
ITRI,3357378560.0,Q
ITRN,522660928.0,Q
IVAC,160997760.0,Q
JACK,1980500224.0,Q
JAZZ,8330046976.0,Q
JBHT,12073231360.0,Q
JBLU,5678148608.0,Q
JBSS,950973120.0,Q
JCOM,4862816768.0,Q
JD,57435394048.0,Q
JJSF,3177822976.0,Q
JKHY,11556691968.0,Q
JNCE,232599504.0,Q
JOBS,5093737984.0,Q
JOUT,764831680.0,Q
JRJC,14407956.0,Q
JRVR,1346351104.0,Q
JSM,6832809472.0,Q
KALA,238530448.0,Q
KALU,1655582208.0,Q
KBAL,735196480.0,Q
KCAPL,935053184.0,Q
KE,425868160.0,Q
KELYA,741186624.0,Q
KELYB,739018304.0,Q
KFRC,868184256.0,Q
KHC,36353933312.0,Q
KIRK,17649824.0,Q
KLAC,27325976576.0,Q
KLDO,269209696.0,Q
KLIC,1811195776.0,Q
KLXE,98279856.0,Q
KMDA,269281248.0,Q
KNDI,218323712.0,Q
KNSA,828707648.0,Q
KNSL,2496376576.0,Q
KPTI,1042314048.0,Q
KRNT,1674093056.0,Q
KRNY,1115054976.0,Q
KTOS,1995750656.0,Q
KURA,542643520.0,Q
KVHI,199062592.0,Q
KZR,55103996.0,Q
LAMR,9520859136.0,Q
LANC,4351012864.0,Q
LASR,719310848.0,Q
LAUR,4610653696.0,Q
LAWS,456148000.0,Q
LBAI,835243584.0,Q
LBC,624223232.0,Q
LBRDA,23032242176.0,Q
LBRDK,23061217280.0,Q
LBTYA,12542167040.0,Q
LBTYB,13201500160.0,Q
LBTYK,12568379392.0,Q
LCUT,136098784.0,Q
LECO,5707008512.0,Q
LEGH,366581248.0,Q
LEVL,194644176.0,Q
LFUS,4429502464.0,Q
LGIH,1869277440.0,Q
LHCG,4671805952.0,Q
LILA,3120443136.0,Q
LILAK,3151356416.0,Q
LINC,63079248.0,Q
LITE,6028934144.0,Q
LIVN,3304544256.0,Q
LK,9903464448.0,Q
LKFN,1245918336.0,Q
LKQ,10315511808.0,Q
LLNW,624563264.0,Q
LMNR,356980416.0,Q
LMNX,1046555648.0,Q
LNDC,331874944.0,Q
LNT,14168750080.0,Q
LOB,722351296.0,Q
LOCO,487312736.0,Q
LOGI,7766572032.0,Q
LOGM,4189278976.0,Q
LOPE,3980982272.0,Q
LORL,1024803712.0,Q
LPLA,7650663936.0,Q
LPSN,2830639104.0,Q
LQDT,188406160.0,Q
LRCX,43577380864.0,Q
LSCC,2794033408.0,Q
LSTR,4446284800.0,Q
LSXMA,15468593152.0,Q
LSXMB,15541854208.0,Q
LSXMK,15419086848.0,Q
LTRPA,472756096.0,Q
LTRPB,478415872.0,Q
LULU,31631718400.0,Q
LVGO,2371838464.0,Q
LXRX,338690240.0,Q
LYFT,13866680320.0,Q
LYTS,173343168.0,Q
MANH,5513720832.0,Q
MANT,3289982464.0,Q
MAR,46614675456.0,Q
MASI,9200736256.0,Q
MAT,5041235968.0,Q
MATW,1201086976.0,Q
MBWM,547777088.0,Q
MCBC,368520544.0,Q
MCBS,453698464.0,Q
MCHP,24676868096.0,Q
MCHX,146545344.0,Q
MCRB,232857920.0,Q
MCRI,938742016.0,Q
MDCA,173097936.0,Q
MDLZ,78844542976.0,Q
MDRX,1472659584.0,Q
MEDP,3211749888.0,Q
MELI,33327572992.0,Q
MEOH,2782343936.0,Q
MERC,768522624.0,Q
MESA,280083040.0,Q
MESO,1076545920.0,Q
METC,129367176.0,Q
MFIN,160912416.0,Q
MFINL,157205456.0,Q
MGEE,2736130560.0,Q
MGI,142152320.0,Q
MGIC,515590144.0,Q
MGLN,1801635584.0,Q
MGNX,482340672.0,Q
MGPI,592965568.0,Q
MGRC,1940196352.0,Q
MGTX,660484864.0,Q
MIDD,6461817344.0,Q
MIK,842281600.0,Q
MIME,3124056576.0,Q
MIND,37961776.0,Q
MINDP,46182256.0,Q
MINI,1865682176.0,Q
MIST,544590400.0,Q
MKSI,5993145856.0,Q
MKTX,13338251264.0,Q
MLAB,1162542720.0,Q
MLCO,9278905344.0,Q
MLHR,2371906816.0,Q
MLNX,6585548800.0,Q
MMLP,109594784.0,Q
MMSI,1968485120.0,Q
MMYT,2443430144.0,Q
MNLO,130370680.0,Q
MNRO,2347786240.0,Q
MNST,35863388160.0,Q
MNTA,2858478336.0,Q
MOBL,554553408.0,Q
MOFG,536674688.0,Q
MOMO,6357135360.0,Q
MOR,4066312192.0,Q
MORN,6746403840.0,Q
MPAA,397050624.0,Q
MPWR,7574479360.0,Q
MRBK,129057808.0,Q
MRCC,225364912.0,Q
MRCCL,,Q
MRCY,4044131840.0,Q
MRLN,256582512.0,Q
MRNA,7108221952.0,Q
MRSN,343211872.0,Q
MRTN,1109535232.0,Q
MRTX,3452065536.0,Q
MRVL,16925115392.0,Q
MSBI,652509824.0,Q
MSEX,1154163072.0,Q
MSFT,1283928752128.0,Q
MSTR,1597767680.0,Q
MTCH,22897573888.0,Q
MTEX,36526444.0,Q
MTLS,993500800.0,Q
MTRX,550568512.0,Q
MTSC,984604992.0,Q
MTSI,2034222080.0,Q
MU,61942112256.0,Q
MXIM,16815642624.0,Q
MYFW,133473480.0,Q
MYGN,2172158976.0,Q
MYL,11396216832.0,Q
MYOK,3230728192.0,Q
MYRG,510179040.0,Q
NATH,294310752.0,Q
NATI,5760128000.0,Q
NAVI,3237900032.0,Q
NBIX,9536282624.0,Q
NBL,9898376192.0,Q
NBLX,2012345088.0,Q
NBRV,135241232.0,Q
NBTB,1702143488.0,Q
NCMI,578554368.0,Q
NCNA,177485952.0,Q
NCSM,80055856.0,Q
NDAQ,18709258240.0,Q
NDLS,302462016.0,Q
NDSN,9944963072.0,Q
NEOG,3578722048.0,Q
NFBK,798636608.0,Q
NFE,2502972928.0,Q
NFLX,149255143424.0,Q
NGM,1159123456.0,Q
NH,130774280.0,Q
NICE,10920239104.0,Q
NICK,70310872.0,Q
NK,699390784.0,Q
NKTR,3666214400.0,Q
NLOK,17157428224.0,Q
NMCI,57079100.0,Q
NMRK,2146453760.0,Q
NNBR,382491360.0,Q
NOVT,3317630720.0,Q
NRC,1737920768.0,Q
NRIM,248688000.0,Q
NSIT,2367087872.0,Q
NTAP,12782938112.0,Q
NTCT,1846253440.0,Q
NTES,42500968448.0,Q
NTGN,41505776.0,Q
NTGR,790568896.0,Q
NTNX,6286542336.0,Q
NTRA,2856161024.0,Q
NTRS,21066317824.0,Q
NTRSO,,Q
NTUS,1098327680.0,Q
NUAN,5549938176.0,Q
NUVA,4067626496.0,Q
NVAX,223897728.0,Q
NVCR,8685475840.0,Q
NVDA,150703898624.0,Q
NVMI,1069850560.0,Q
NWBI,1654199424.0,Q
NWL,8480702464.0,Q
NWLI,974471552.0,Q
NWPX,326523840.0,Q
NWS,7970587648.0,Q
NWSA,7968839168.0,Q
NXGN,930001856.0,Q
NXPI,37253959680.0,Q
NXST,5682454528.0,Q
NXTC,1191013248.0,Q
NYMT,1835604608.0,Q
NYMTM,,Q
NYMTN,1374971264.0,Q
NYMTO,1320114048.0,Q
NYMTP,1337490048.0,Q
OBNK,834041600.0,Q
OBSV,167751696.0,Q
OCFC,1443277568.0,Q
OCSI,242812320.0,Q
OCSL,780923904.0,Q
OCSLL,,Q
ODFL,16348651520.0,Q
ODP,1292434560.0,Q
ODT,974007168.0,Q
OFIX,850624128.0,Q
OFS,151848096.0,Q
OFSSI,,Q
OFSSL,337272000.0,Q
OFSSZ,,Q
OGI,449309824.0,Q
OIIM,42137996.0,Q
OKTA,15849847808.0,Q
OLED,8909085696.0,Q
OMAB,3462424832.0,Q
OMCL,3556770048.0,Q
OMP,519293664.0,Q
ON,9857327104.0,Q
ONB,3057328384.0,Q
OPB,963500224.0,Q
OPI,1681795712.0,Q
OPINI,1317919872.0,Q
OPK,1018369536.0,Q
OPRA,906967552.0,Q
OPRT,573775488.0,Q
OPTN,401493888.0,Q
ORBC,320190560.0,Q
ORLY,32383143936.0,Q
ORTX,1302986240.0,Q
OSBC,373490976.0,Q
OSBCP,,Q
OSIS,1716976896.0,Q
OSMT,408083808.0,Q
OSUR,458627136.0,Q
OTEX,12679666688.0,Q
OTIC,96607272.0,Q
OTTR,2115581696.0,Q
OVID,167596480.0,Q
OXLC,544800000.0,Q
OXLCM,478946240.0,Q
OXLCO,472552768.0,Q
OXSQ,284351072.0,Q
OXSQL,1312724736.0,Q
OXSQZ,,Q
OYST,706030592.0,Q
OZK,3590162944.0,Q
PAAS,4626162688.0,Q
PACB,730737344.0,Q
PACW,4256453376.0,Q
PATI,44606204.0,Q
PATK,1270212480.0,Q
PAYX,31530799104.0,Q
PBCT,6929424384.0,Q
PBCTP,6907596288.0,Q
PBPB,97498976.0,Q
PBYI,330064000.0,Q
PCAR,26345220096.0,Q
PCB,243537040.0,Q
PCH,2952686848.0,Q
PCRX,1794424448.0,Q
PCTI,171886272.0,Q
PCTY,7557626880.0,Q
PDCE,2120118016.0,Q
PDCO,2215439360.0,Q
PDD,42937577472.0,Q
PDFS,537013312.0,Q
PDLI,379094208.0,Q
PEBO,700864768.0,Q
PEGA,7016184320.0,Q
PEGI,2642658560.0,Q
PENN,3433343232.0,Q
PEP,198110511104.0,Q
PERI,213138064.0,Q
PETQ,870221440.0,Q
PETS,519476160.0,Q
PFBC,906444800.0,Q
PFG,15208095744.0,Q
PFIS,357454656.0,Q
PFLT,471468736.0,Q
PFMT,61984540.0,Q
PGC,549731136.0,Q
PGNX,411798912.0,Q
PGNY,2609640704.0,Q
PHAT,909994496.0,Q
PI,776150144.0,Q
PICO,201714016.0,Q
PINC,2335132160.0,Q
PKOH,392184640.0,Q
PLAB,896858816.0,Q
PLAY,1402291712.0,Q
PLCE,978910784.0,Q
PLMR,1259101184.0,Q
PLPC,285261920.0,Q
PLUS,1114936704.0,Q
PLXS,2181422336.0,Q
PLYA,932620736.0,Q
PMBC,165710960.0,Q
PNFP,4572584960.0,Q
PNNT,440151072.0,Q
PNNTG,,Q
PNTG,725687616.0,Q
PODD,12160308224.0,Q
POOL,9018091520.0,Q
POWI,2910306816.0,Q
POWL,511900416.0,Q
PPBI,1818803968.0,Q
PPC,6643553792.0,Q
PRAA,1622985600.0,Q
PRAH,6584464384.0,Q
PRDO,1288608256.0,Q
PRFT,1640214656.0,Q
PRGS,2111168512.0,Q
PRGX,94055264.0,Q
PRIM,1070632192.0,Q
PRNB,1677034624.0,Q
PROV,167498176.0,Q
PRSC,833946240.0,Q
PRTA,535212896.0,Q
PRTS,92048640.0,Q
PRVB,785557184.0,Q
PS,2808360960.0,Q
PSEC,2413995520.0,Q
PSMT,1883281024.0,Q
PTC,9614792704.0,Q
PTCT,3203579392.0,Q
PTEN,1537854592.0,Q
PTLA,1026435200.0,Q
PTMN,103442736.0,Q
PTNR,832856000.0,Q
PTON,8673864704.0,Q
PVAC,334825440.0,Q
PWOD,225632512.0,Q
PYPL,137133645824.0,Q
PZZA,2117713664.0,Q
QADA,1013386560.0,Q
QADB,1010433024.0,Q
QCOM,100799193088.0,Q
QDEL,3368821760.0,Q
QIWI,1192801280.0,Q
QLYS,3424455424.0,Q
QNST,682835904.0,Q
QQQX,957880640.0,Q
QRTEA,3798935808.0,Q
QRTEB,3775596800.0,Q
QRVO,13111397376.0,Q
QTT,1147308672.0,Q
QURE,2709668096.0,Q
RAIL,19348590.0,Q
RARE,3183176448.0,Q
RAVN,1177235584.0,Q
RBB,399616480.0,Q
RBBN,321784000.0,Q
RBCAA,822817728.0,Q
RCII,1661248512.0,Q
RCKY,205466672.0,Q
RCM,1473452672.0,Q
RDFN,2300999424.0,Q
RDWR,1197924096.0,Q
REAL,1302310400.0,Q
RECN,503632224.0,Q
REG,10638639104.0,Q
REGI,1009564992.0,Q
REGN,37544742912.0,Q
RELL,59685752.0,Q
REPL,602389760.0,Q
RGEN,5337068032.0,Q
RGLD,7420083712.0,Q
RGNX,1651231104.0,Q
RIGL,407292320.0,Q
RMBS,1839634560.0,Q
RNET,87545800.0,Q
RNST,1842102144.0,Q
RNWK,53368000.0,Q
ROAD,896600192.0,Q
ROCK,1822261120.0,Q
ROIC,1983531648.0,Q
ROKU,15280456704.0,Q
ROLL,4104781056.0,Q
ROST,41129672704.0,Q
RP,5563228672.0,Q
RRBI,400600064.0,Q
RRGB,438785216.0,Q
RRR,2939268352.0,Q
RTIX,307807712.0,Q
RTLR,2433300480.0,Q
RUBY,651973312.0,Q
RUHN,691493184.0,Q
RUN,2004034560.0,Q
RUSHA,1601238016.0,Q
RUSHB,1602759808.0,Q
RUTH,557791296.0,Q
RVSB,167883200.0,Q
RYAAY,18156609536.0,Q
SABR,6030695936.0,Q
SAFM,3105224960.0,Q
SAFT,1445895168.0,Q
SAIA,2400765952.0,Q
SANM,2344378880.0,Q
SASR,1223614336.0,Q
SATS,3998105600.0,Q
SBAC,28104083456.0,Q
SBBP,172374768.0,Q
SBCF,1444959232.0,Q
SBGI,2808802560.0,Q
SBLK,844409152.0,Q
SBLKZ,1651973760.0,Q
SBNY,7811186176.0,Q
SBRA,4561236480.0,Q
SBSI,1214164480.0,Q
SBUX,101668397056.0,Q
SCHL,1161044736.0,Q
SCHN,468218464.0,Q
SCOR,299038752.0,Q
SCPH,108819640.0,Q
SCPL,1440706432.0,Q
SCSC,884348480.0,Q
SCVL,533668064.0,Q
SCWX,1282605952.0,Q
SDC,5052429824.0,Q
SEAC,180877616.0,Q
SEDG,5027794432.0,Q
SEIC,9589338112.0,Q
SENEA,365280928.0,Q
SENEB,397656800.0,Q
SFBS,2015178752.0,Q
SFIX,2266477568.0,Q
SFM,1849465984.0,Q
SFNC,2806636288.0,Q
SG,1026915008.0,Q
SGEN,19198658560.0,Q
SGH,773079296.0,Q
SGMO,864677184.0,Q
SGMS,2397052928.0,Q
SGRY,899021888.0,Q
SHBI,206687536.0,Q
SHEN,2090508160.0,Q
SHLO,83536576.0,Q
SHOO,3434513408.0,Q
SIEN,321382976.0,Q
SIGI,3926148864.0,Q
SILC,264681184.0,Q
SIMO,1742665856.0,Q
SINA,2815845120.0,Q
SIRI,31253581824.0,Q
SIVB,12819629056.0,Q
SIVBP,,Q
SKYW,3094865664.0,Q
SLAB,4539449856.0,Q
SLDB,161416480.0,Q
SLGN,3406116096.0,Q
SLM,4758430208.0,Q
SLMBP,3852410880.0,Q
SLRC,873530752.0,Q
SMCI,1439451520.0,Q
SMMF,334926272.0,Q
SMTC,3376579072.0,Q
SNBR,1484742144.0,Q
SNCR,259570384.0,Q
SND,83669760.0,Q
SNDL,270508064.0,Q
SNDX,183741184.0,Q
SNPS,22795515904.0,Q
SNY,122528448512.0,Q
SOHU,427982944.0,Q
SONO,1524551424.0,Q
SP,952049344.0,Q
SPAR,603921664.0,Q
SPFI,387415424.0,Q
SPI,28043712.0,Q
SPKE,330688224.0,Q
SPKEP,396345856.0,Q
SPLK,24359235584.0,Q
SPNE,281139968.0,Q
SPOK,205890048.0,Q
SPPI,299943296.0,Q
SPRO,189750752.0,Q
SPSC,2008137216.0,Q
SPTN,450706496.0,Q
SPWH,283588800.0,Q
SPWR,1484342144.0,Q
SRCE,1235680128.0,Q
SRCL,5810301952.0,Q
SRDX,548827392.0,Q
SREV,173870800.0,Q
SRPT,8982444032.0,Q
SRRK,333555552.0,Q
SSB,2616362496.0,Q
SSNC,16330185728.0,Q
SSP,1047844032.0,Q
SSRM,2188654848.0,Q
SSYS,1034845504.0,Q
STAY,2468056576.0,Q
STBA,1503854208.0,Q
STFC,1331720960.0,Q
STKL,237154512.0,Q
STLD,6575595008.0,Q
STMP,1376310912.0,Q
STNE,12079333376.0,Q
STOK,786497088.0,Q
STRA,3667632128.0,Q
STRL,377771104.0,Q
STRS,247886352.0,Q
STX,15541983232.0,Q
STXB,394643264.0,Q
SUNS,286549408.0,Q
SVA,460249280.0,Q
SVC,3756196096.0,Q
SVMK,2437950208.0,Q
SVRA,124455408.0,Q
SVVC,48277228.0,Q
SWAV,1266288000.0,Q
SWIR,358400672.0,Q
SWKS,20267163648.0,Q
SWTX,1555745664.0,Q
SYBT,902100160.0,Q
SYKE,1444378752.0,Q
SYNA,2310535680.0,Q
SYNH,6537072128.0,Q
SYRS,310245184.0,Q
TA,145511904.0,Q
TANNI,1016589248.0,Q
TANNL,1011051328.0,Q
TANNZ,1004619520.0,Q
TAST,254312976.0,Q
TBBK,662722816.0,Q
TBIO,468172384.0,Q
TBK,984619584.0,Q
TBNK,286175808.0,Q
TCBI,2732330240.0,Q
TCBIL,2981259008.0,Q
TCBIP,3002017280.0,Q
TCBK,1140253312.0,Q
TCDA,1686974976.0,Q
TCF,3012267776.0,Q
TCFCP,,Q
TCOM,19511908352.0,Q
TCPC,835361536.0,Q
TCRD,194070768.0,Q
TCRR,363994944.0,Q
TEAM,36733267968.0,Q
TECD,5108132864.0,Q
TECH,8377824256.0,Q
TENB,2682485248.0,Q
TER,11740514304.0,Q
TERP,4013002496.0,Q
TESS,67014360.0,Q
TFSL,5532508160.0,Q
TGA,90477072.0,Q
THFF,581722432.0,Q
THRM,1557531520.0,Q
TIGO,4713263616.0,Q
TIGR,504590592.0,Q
TILE,960697152.0,Q
TITN,283937696.0,Q
TIVO,982548160.0,Q
TLRY,1894436608.0,Q
TMUS,68822450176.0,Q
TNAV,226318016.0,Q
TORC,49566940.0,Q
TOWN,1968348928.0,Q
TPTX,2110460032.0,Q
TREE,4010708224.0,Q
TRIB,22155694.0,Q
TRIP,3988701952.0,Q
TRMB,10877190144.0,Q
TRMD,663026560.0,Q
TRMK,2098095616.0,Q
TROW,31875878912.0,Q
TRS,1339630976.0,Q
TRST,775860608.0,Q
TRUE,386943488.0,Q
TRVG,984737216.0,Q
TSC,707838144.0,Q
TSCAP,568043840.0,Q
TSCBP,636382784.0,Q
TSCO,11269164032.0,Q
TSEM,2538877696.0,Q
TSG,7079569408.0,Q
TSLA,104205041664.0,Q
TTEC,1886197888.0,Q
TTEK,4944994816.0,Q
TTMI,1562366208.0,Q
TTPH,8075919.0,Q
TTWO,14181977088.0,Q
TUES,64447652.0,Q
TUSK,63480312.0,Q
TVTY,1084666624.0,Q
TW,9869485056.0,Q
TWIN,131854312.0,Q
TWOU,1258746880.0,Q
TWST,868041344.0,Q
TXG,9849731072.0,Q
TXMD,682010176.0,Q
TXN,118041853952.0,Q
TXRH,4408878592.0,Q
TZOO,133023816.0,Q
UAL,19317377024.0,Q
UBFO,172080048.0,Q
UBSI,3556929024.0,Q
UBX,288973280.0,Q
UCBI,2242408704.0,Q
UCFC,537803840.0,Q
UCTT,947377984.0,Q
UEIC,750729984.0,Q
UEPS,238152960.0,Q
UFCS,1119417600.0,Q
UFPI,3033903616.0,Q
UHAL,7305866240.0,Q
ULH,484122656.0,Q
ULTA,15637045248.0,Q
UMBF,3333360384.0,Q
UMPQ,3809036544.0,Q
UNIT,1277554432.0,Q
UPWK,1036194240.0,Q
URBN,2620839168.0,Q
UROV,410489952.0,Q
USAK,62667020.0,Q
USAP,119178048.0,Q
USCR,619013376.0,Q
USLM,533213152.0,Q
UTHR,4177719296.0,Q
UTMD,394029408.0,Q
UTSI,98657152.0,Q
UVSP,736591808.0,Q
UXIN,666381184.0,Q
VC,2407952128.0,Q
VCTR,1441937280.0,Q
VECO,675350464.0,Q
VEON,4652685824.0,Q
VG,2127838976.0,Q
VIAC,21621307392.0,Q
VIACA,21540792320.0,Q
VIAV,3419275264.0,Q
VICR,2171316480.0,Q
VIE,2191813632.0,Q
VIOT,525451328.0,Q
VIR,2512745984.0,Q
VIRT,3015472896.0,Q
VIVO,448187712.0,Q
VLGEA,227520480.0,Q
VLY,4408141824.0,Q
VLYPO,3504672512.0,Q
VLYPP,3575897088.0,Q
VNET,1092460032.0,Q
VNOM,3499766528.0,Q
VOD,54465138688.0,Q
VOXX,106178680.0,Q
VRA,333396192.0,Q
VREX,1153866624.0,Q
VRNS,2575322112.0,Q
VRNT,3922114304.0,Q
VRSK,27090989056.0,Q
VRSN,24816740352.0,Q
VRTS,876809984.0,Q
VRTSP,787328128.0,Q
VRTU,1276116608.0,Q
VRTX,59723087872.0,Q
VSAT,4157252352.0,Q
VSEC,359709600.0,Q
VVUS,24053566.0,Q
VYGR,427825888.0,Q
WABC,1753711616.0,Q
WAFD,2708782080.0,Q
WASH,825199296.0,Q
WB,9901540352.0,Q
WBA,46727450624.0,Q
WDAY,42738601984.0,Q
WDC,19993051136.0,Q
WDFC,2580423168.0,Q
WEN,4996793856.0,Q
WERN,2646387968.0,Q
WETF,610763136.0,Q
WEYS,233649408.0,Q
WHF,287234688.0,Q
WHFBZ,,Q
WIFI,552449088.0,Q
WING,2836362496.0,Q
WIRE,1177849088.0,Q
WIX,7319325184.0,Q
WLTW,27512049664.0,Q
WMGI,3832410368.0,Q
WNEB,241711488.0,Q
WPRT,350228480.0,Q
WRLD,701803008.0,Q
WSBC,2245680128.0,Q
WSBF,481884096.0,Q
WSFS,2113731456.0,Q
WSG,375889280.0,Q
WTBA,390985824.0,Q
WTFC,3718526208.0,Q
WTFCM,4243744512.0,Q
WTRE,463143648.0,Q
WTREP,,Q
WW,2210168320.0,Q
WWD,7327357952.0,Q
WYNN,13367843840.0,Q
XBIT,943223360.0,Q
XEL,35231006720.0,Q
XERS,162308032.0,Q
XLNX,22310303744.0,Q
XNET,307287072.0,Q
XOG,204520560.0,Q
XON,855712640.0,Q
XONE,118177200.0,Q
XP,22066483200.0,Q
XPER,850454208.0,Q
XRAY,13202495488.0,Q
YIN,414100288.0,Q
YMAB,1403008384.0,Q
YNDX,15211588608.0,Q
YORW,632350016.0,Q
YRCW,83197656.0,Q
YY,5000566784.0,Q
Z,9832589312.0,Q
ZAGG,243016864.0,Q
ZBRA,13501404160.0,Q
ZEAL,1300851200.0,Q
